company,cik,city,zip,entity_type,incorporated,young_company,industry,revenue_range,first_sale_date,filing_date,is_amendment,total_offering,amount_sold,num_investors,equity,debt,exemptions,related_people,file_num,accession,filing_url
"Timber Pharmaceuticals, Inc.",1504167,Basking Ridge,07920,Corporation,overFiveYears,False,Pharmaceuticals,Decline to Disclose,2022-10-03,2022-10-11,False,,0.0,2,True,False,06b,Joseph Lucchese (Executive Officer); Alan Mendelsohn (Executive Officer); Edward Sitar (Director); David Cohen (Director); Lubor Gaal (Director); John Koconis (Executive Officer/Director); Gianluca Pirozzi (Director),021-461387,0001104659-22-107710,https://www.sec.gov/Archives/edgar/data/1504167/000110465922107710/
Top Shelf Title Agency LLC,1958246,Roseland,07068,Limited Liability Company,overFiveYears,False,Other,Decline to Disclose,2022-11-30,2022-12-14,False,40000.0,12800.0,8,True,False,06b,Dan Merlino (Director),021-467387,0001958246-22-000001,https://www.sec.gov/Archives/edgar/data/1958246/000195824622000001/
"Towns Of, Inc.",2030313,Newark,07102,Corporation,2024,True,Business Services,"$1 - $1,000,000",2024-07-01,2024-07-15,False,,30000.0,3,False,False,06b,Graham Colligan (Executive Officer),021-518815,0002030313-24-000003,https://www.sec.gov/Archives/edgar/data/2030313/000203031324000003/
"Transcend Software, Inc.",1863212,West Windsor,08550,Corporation,2019,True,Other,Decline to Disclose,2021-05-07,2021-05-21,False,9500003.0,9500003.0,4,True,False,06b,John Haesler (Director); Ari Raivetz (Executive Officer/Director); Kip Frey (Director); Alexander Crowell (Director); Julia Sohajda (Director); Tien Sieh (Director),021-400222,0001567619-21-010867,https://www.sec.gov/Archives/edgar/data/1863212/000156761921010867/
"Trashmitter, LLC",1871487,Pine Brook,07058,Limited Liability Company,2021,True,Other Technology,Decline to Disclose,2021-07-11,2021-07-30,False,250000.0,72500.0,4,True,False,06b,Jason Centeno (Executive Officer),021-408279,0000908834-21-000028,https://www.sec.gov/Archives/edgar/data/1871487/000090883421000028/
"TreadStone Technologies, Inc.",2092565,Monmouth Junction,08852,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2025-10-15,2025-10-24,False,2000000.0,910000.0,12,True,False,06b,Carl Glaeser (Director); Gerald DeCuollo (Executive Officer/Director); Anthony Rickert (Director); Michael Kelley (Director); Conghua Wang (Executive Officer/Director),021-561928,0002092565-25-000001,https://www.sec.gov/Archives/edgar/data/2092565/000209256525000001/
TrialKit Inc.,2034872,Clifton,07012,Corporation,2023,True,Other Technology,Decline to Disclose,2024-08-16,2024-09-03,False,4749996.0,4699996.0,23,True,False,06b,Ariel Deshe (Executive Officer/Director/Promoter); Eliaz Shapira (Executive Officer/Director/Promoter); Gil Ben-Artzy (Director),021-522997,0001231919-24-000077,https://www.sec.gov/Archives/edgar/data/2034872/000123191924000077/
Trice Coffee Inc.,1882715,Jersey City,07302,Corporation,2020,True,Retailing,Decline to Disclose,2021-10-12,2021-10-22,False,3500000.0,3500000.0,2,True,False,06b,PINJIE YANG (Executive Officer/Director); WEI DAI (Executive Officer/Director/Promoter); YI ZHENG (Director),021-418162,0000898432-21-000682,https://www.sec.gov/Archives/edgar/data/1882715/000089843221000682/
"TruckPay, Inc.",1665483,Tenafly,07670,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2016-01-22,2023-02-07,True,3220000.0,3220000.0,30,False,False,06b,Barry Honig (Executive Officer),021-262624,0001665483-23-000001,https://www.sec.gov/Archives/edgar/data/1665483/000166548323000001/
"TruckPay, Inc.",1665483,Tenafly,07670,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2024-06-25,2025-07-11,True,2000000.0,420000.0,4,False,False,06b,Barry Honig (Executive Officer/Director),021-519992,0001665483-25-000001,https://www.sec.gov/Archives/edgar/data/1665483/000166548325000001/
"TruthMap, LLC",1894119,Pine Brook,07058,Limited Liability Company,2021,True,Other Technology,Decline to Disclose,,2022-02-28,False,250000.0,0.0,0,True,False,06b,"Holly Nelson (Executive Officer); Jared Yellin (Executive Officer); Mickael Lukens, Ph.D. (Executive Officer)",021-435152,0000908834-22-000102,https://www.sec.gov/Archives/edgar/data/1894119/000090883422000102/
"Two Brews, LLC",1989579,Cape May Court House,08210,Limited Liability Company,overFiveYears,False,Other,"$1,000,001 - $5,000,000",2023-08-14,2023-08-16,False,475000.0,475000.0,9,True,False,06b,Jason Campbell (Executive Officer),021-489903,0001989581-23-000002,https://www.sec.gov/Archives/edgar/data/1989579/000198958123000002/
"U.S. Coachways, Inc.",2014582,Holmdel,07733,Corporation,2024,True,Other Travel,Decline to Disclose,2024-02-26,2024-03-12,False,10000000.0,9999969.0,1,True,True,06b,Edward Telmany (Executive Officer/Director); Mark Telmany (Executive Officer/Director),021-507329,0002014582-24-000001,https://www.sec.gov/Archives/edgar/data/2014582/000201458224000001/
"UCES Worldwide, Inc.",2115158,Berkeley Heights,07922,Corporation,2026,True,Other Technology,Decline to Disclose,2026-01-30,2026-03-05,False,650000.0,350000.0,5,False,True,06b,Micah Riskin (Executive Officer/Director); Phillip Mellet (Executive Officer),021-575621,0002115158-26-000001,https://www.sec.gov/Archives/edgar/data/2115158/000211515826000001/
UPPER PARK INVESTMENTS LLC,2006878,Summit,07901,Limited Liability Company,2023,True,Other,Decline to Disclose,2023-12-18,2024-01-04,False,4700000.0,200000.0,2,True,False,06b,Michael Kessel (Executive Officer),021-501492,0002006878-24-000001,https://www.sec.gov/Archives/edgar/data/2006878/000200687824000001/
"UltronAI, Inc.",1982820,Princeton,08542,Corporation,2023,True,Other Technology,Decline to Disclose,2023-06-12,2024-07-16,True,5600000.0,2600750.0,15,True,True,06b,Shashi Tripathi (Director); Marios Savvides (Director); Stefanos Damianakis (Executive Officer/Director),021-485043,0001982820-24-000002,https://www.sec.gov/Archives/edgar/data/1982820/000198282024000002/
"Underoutfit, Inc.",2013688,Middletown,07748,Corporation,2020,True,Retailing,Decline to Disclose,,2025-01-17,False,31500000.0,0.0,0,True,False,06b,Menny Alon (Executive Officer/Director); Daniel Malek (Executive Officer); Felix Leshno (Executive Officer/Director); Steven Castellano (Executive Officer/Director); Olympia De Castro (Executive Officer),021-535658,0002013688-25-000001,https://www.sec.gov/Archives/edgar/data/2013688/000201368825000001/
"Underoutfit, Inc.",2013688,Middletown,07748,Corporation,2020,True,Retailing,Decline to Disclose,2024-02-15,2024-03-01,False,5000000.0,5000000.0,1,False,True,06b,Steven Castellano (Executive Officer/Director); Felix Leshno (Executive Officer/Director); Menny Alon (Executive Officer/Director),021-506495,0002013688-24-000001,https://www.sec.gov/Archives/edgar/data/2013688/000201368824000001/
"Uni & Sons, Inc.",1873829,Franklin Lakes,07417,Corporation,2021,True,Other,Decline to Disclose,2021-06-28,2021-07-21,False,,157000.0,4,True,False,06b,Steve Nolan (Executive Officer/Director),021-407134,0001873829-21-000001,https://www.sec.gov/Archives/edgar/data/1873829/000187382921000001/
Uniken Inc.,1593428,Chatham Township,07928,Corporation,overFiveYears,False,Computers,Decline to Disclose,2025-02-04,2025-02-14,False,15104694.0,15104694.0,12,True,False,06b,Gonzalo Alonso (Executive Officer/Director); Rodrigo Garcia (Director); Maria Ochoa Rosellini (Director),021-538308,0001593428-25-000001,https://www.sec.gov/Archives/edgar/data/1593428/000159342825000001/
Union Chill Cannabis Co LLC,1927021,Lambertville,08530,Limited Liability Company,2021,True,Retailing,No Revenues,2022-05-03,2022-05-11,False,,0.0,11,True,False,06b,Ryan O'Keefe (Executive Officer); Kristin O'Keefe (Executive Officer); Laurie McHugh (Executive Officer),021-445284,0001927021-22-000001,https://www.sec.gov/Archives/edgar/data/1927021/000192702122000001/
"UpLynkd, LLC",1871196,Pine Brook,07058,Limited Liability Company,2020,True,Other Technology,Decline to Disclose,2021-03-22,2021-07-22,False,500000.0,50000.0,1,True,False,06b,Joshua Osteen (Executive Officer),021-407231,0000908834-21-000020,https://www.sec.gov/Archives/edgar/data/1871196/000090883421000020/
UroGen Pharma Ltd.,1668243,Princeton,08540,Corporation,overFiveYears,False,Pharmaceuticals,Decline to Disclose,2023-07-26,2023-08-14,False,120000000.0,120000000.0,8,True,False,06b,"Stuart Holden, M.D. (Director); Jason Smith (Executive Officer); Arie Belldegrun, M.D. (Director); Dan Wildman (Director); Fred Cohen, M.D. (Director); Don Kim (Executive Officer); James Robinson, Jr. (Director); Cynthia Butitta (Director); Ran Nussbaum (Director); Elizabeth Barrett (Executive Officer/Director); Leana Wen, M.D., MSc (Director); Mark Schoenberg, M.D. (Executive Officer)",021-489628,0001668243-23-000001,https://www.sec.gov/Archives/edgar/data/1668243/000166824323000001/
VASCULAR THERAPIES INC,1342710,Cresskill,07626,Corporation,overFiveYears,False,Biotechnology,Decline to Disclose,2021-08-13,2021-08-27,False,4000000.0,3748712.0,96,False,True,06b,John McDermott (Executive Officer/Director); Robert Flanagan (Director); Daniel Ryan (Director); Somus Subramaniam (Director); Sriram Iyer (Director); Andrew Midler (Director); Gerald Dorros (Director); Allan Tessler (Director); Robert Croce (Director),021-411490,0001342710-21-000001,https://www.sec.gov/Archives/edgar/data/1342710/000134271021000001/
VASCULAR THERAPIES INC,1342710,Cresskill,07626,Corporation,overFiveYears,False,Biotechnology,Decline to Disclose,2022-02-18,2022-03-04,False,25213472.0,23963442.0,54,True,False,06b,Robert Flanagan (Director); Allan Tessler (Director); Gerald Dorros (Director); Robert Croce (Director); Andrew Midler (Director); John McDermott (Executive Officer/Director); Sriram Iyer (Executive Officer/Director); Daniel Ryan (Director); Somu Subramaniam (Director),021-435950,0001342710-22-000001,https://www.sec.gov/Archives/edgar/data/1342710/000134271022000001/
VCR Riverside Management LLC,2016644,Tenafly,07670,Limited Liability Company,2023,True,Restaurants,Decline to Disclose,2024-03-11,2024-03-26,False,1500000.0,150000.0,2,True,False,06b,David Rodolitz (Executive Officer); Gary Vaynerchuk (Executive Officer); Josh Capon (Executive Officer); Conor Hanlon (Executive Officer),021-508598,0000930413-24-000984,https://www.sec.gov/Archives/edgar/data/2016644/000093041324000984/
VERIFY SMART CORP.,1370292,Mahwah,07430,Corporation,overFiveYears,False,Other,Decline to Disclose,2023-02-11,2023-05-19,False,51000.0,51000.0,1,True,False,06b,Tony Cinotti (Executive Officer/Director); Sandy Manata (Director); Anthony Lalley (Director),021-482160,0001370292-23-000003,https://www.sec.gov/Archives/edgar/data/1370292/000137029223000003/
"VITALIEF, INC.",1927172,New Brunswick,08901,Corporation,2021,True,Other,Decline to Disclose,2022-04-19,2022-05-05,False,3000000.0,2750000.0,4,True,False,06b,MARK KOLB (Executive Officer/Director); DAVID MOORE (Executive Officer/Director),021-444468,0001927172-22-000002,https://www.sec.gov/Archives/edgar/data/1927172/000192717222000002/
"VITALIEF, INC.",1927172,New Brunswick,08901,Corporation,2021,True,Other,Decline to Disclose,2023-04-13,2023-04-26,False,3000000.0,2000000.0,3,True,False,06b,"Steven Libutti, M.D. (Director); John Doll (Director); Mark Kolb (Director); Reynold Panettieri, M.D. (Director); David Granese (Executive Officer); David Moore (Executive Officer/Director); Kirk McPoyle (Executive Officer)",021-480016,0001927172-23-000001,https://www.sec.gov/Archives/edgar/data/1927172/000192717223000001/
VYNE Therapeutics Inc.,1566044,Bridgewater,08807,Corporation,overFiveYears,False,Pharmaceuticals,Decline to Disclose,2022-11-14,2022-11-18,False,300000.0,300000.0,1,True,False,06b,ANTHONY BRUNO (Director); PATRICK LEPORE (Director); IAIN STUART (Executive Officer); STEVEN BASTA (Director); ELISABETH SANDOVAL (Director); DAVID DOMZALSKI (Executive Officer/Director); TYLER ZERONDA (Executive Officer); MUTYA HARSCH (Executive Officer); SHARON BARBARI (Director),021-465372,0001231919-22-000067,https://www.sec.gov/Archives/edgar/data/1566044/000123191922000067/
VYNE Therapeutics Inc.,1566044,Bridgewater,08807,Corporation,overFiveYears,False,Biotechnology,Decline to Disclose,2023-11-01,2023-11-16,False,88151508.0,88151508.0,19,True,False,06b,SHARON BARBARI (Director); MUTYA HARSCH (Executive Officer); TYLER ZERONDA (Executive Officer); DAVID DOMZALSKI (Executive Officer/Director); ELISABETH SANDOVAL (Director); PATRICK LEPORE (Director); STEVEN BASTA (Director); IAIN STUART (Executive Officer); ANTHONY BRUNO (Director),021-497484,0001231919-23-000071,https://www.sec.gov/Archives/edgar/data/1566044/000123191923000071/
Vahan Inc.,1886516,Franklin Lakes,07417,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2021-09-10,2021-10-12,False,7999985.0,6927986.0,13,True,False,06b,Madhav Krishna (Executive Officer/Director); Rishi Srivastava (Director); Suren Dutia (Director),021-416507,0001886516-21-000001,https://www.sec.gov/Archives/edgar/data/1886516/000188651621000001/
Vahan Inc.,1886516,Franklin Lakes,07417,Corporation,overFiveYears,False,Other Technology,"$1,000,001 - $5,000,000",2021-11-30,2021-12-09,False,2000000.0,200000.0,1,False,False,06b,Rishi Srivastava (Director); Madhav Krishna (Executive Officer); Suren Dutia (Director),021-424369,0001886516-21-000002,https://www.sec.gov/Archives/edgar/data/1886516/000188651621000002/
Vahan Inc.,1886516,Franklin Lakes,07417,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2024-08-27,2024-09-10,False,15200541.0,14768543.0,36,True,False,06b,Suren Dutia (Director); Madhav Krishna (Executive Officer/Director/Promoter); Rishi Srivastava (Director),021-523612,0001886516-24-000001,https://www.sec.gov/Archives/edgar/data/1886516/000188651624000001/
"Value Real Estate Partners I, LLC",2022586,Clifton,07013,Limited Liability Company,2024,True,Other,Decline to Disclose,2024-05-29,2024-05-30,False,50000000.0,250000.0,1,True,False,06b,Andrew Abramson (Executive Officer/Director),021-514649,0002022586-24-000001,https://www.sec.gov/Archives/edgar/data/2022586/000202258624000001/
Vamos Racquets LLC,2079025,Short Hills,07078,Limited Liability Company,2024,True,Other,"$1 - $1,000,000",2025-06-25,2025-09-15,False,1172500.0,1172500.0,23,True,False,06b,Katherine Lynch (Executive Officer),021-557556,0002079025-25-000001,https://www.sec.gov/Archives/edgar/data/2079025/000207902525000001/
"Vaneltix Pharma, Inc.",932352,New Brunswick,08901,Corporation,overFiveYears,False,Pharmaceuticals,Decline to Disclose,2023-12-12,2024-01-24,False,5000000.0,1000000.0,6,True,False,06b,Daniel Vickery (Executive Officer/Director); Carlo Di Fonzo (Director); C. Parsons (Director); Robert Evans (Director),021-503265,0000932352-24-000002,https://www.sec.gov/Archives/edgar/data/932352/000093235224000002/
"Vanguard Claims Administration Holdings, Inc.",2105211,Woodbury,08096,Corporation,2025,True,Other,Decline to Disclose,2025-09-10,2026-01-20,False,6499997.0,1599997.0,2,True,False,06b,Brian Gilliam (Executive Officer/Director); Robert Gilliam (Director),021-570468,0002105211-26-000001,https://www.sec.gov/Archives/edgar/data/2105211/000210521126000001/
Varlo LLC,2005392,Cherry Hill,08034,Limited Liability Company,2020,True,Other,Decline to Disclose,2023-11-27,2023-12-21,False,750000.0,600000.0,4,False,True,06b,Soj Jibowu (Executive Officer); Edward Chang (Executive Officer); Jacob Brown (Executive Officer),021-500441,0002005392-23-000001,https://www.sec.gov/Archives/edgar/data/2005392/000200539223000001/
Vascarta Inc.,1823616,Summit,07901,Corporation,2020,True,Pharmaceuticals,No Revenues,2020-08-25,2021-04-01,True,1000000.0,648500.0,13,True,False,06b,"Travis Gering (Executive Officer/Director); Joel Friedman, MD, PhD (Executive Officer/Director); Richard Prince, PhD (Executive Officer/Director); Graeme Silbert (Executive Officer)",021-375190,0001823616-21-000001,https://www.sec.gov/Archives/edgar/data/1823616/000182361621000001/
Vascarta Inc.,1823616,Summit,07901,Corporation,2020,True,Pharmaceuticals,No Revenues,2022-02-24,2022-03-11,False,,50000.0,1,False,True,06b,"Joel Friedman, MD, PhD (Executive Officer/Director); Graeme Silbert (Executive Officer); Travis Gering (Executive Officer/Director); Richard Prince, PhD (Executive Officer/Director)",021-436856,0001823616-22-000001,https://www.sec.gov/Archives/edgar/data/1823616/000182361622000001/
"Ventis Medical, Inc.",1865505,Princeton,08540,Corporation,2020,True,Other Health Care,Decline to Disclose,2021-05-21,2021-06-04,False,4644387.0,4144003.0,28,True,False,06b,Greg Olsen (Director); Karen Laub (Executive Officer/Director/Promoter); Glenn Laub (Executive Officer/Director/Promoter),021-401765,0001567619-21-011682,https://www.sec.gov/Archives/edgar/data/1865505/000156761921011682/
"Ventis Medical, Inc.",1865505,Princeton,08540,Corporation,2020,True,Other Health Care,Decline to Disclose,2023-11-03,2023-12-14,False,1999999.0,1012512.0,7,True,False,06b,Greg Olsen (Director); Glenn Laub (Executive Officer/Director/Promoter); Karen Laub (Executive Officer/Director/Promoter),021-499737,0001567619-23-007852,https://www.sec.gov/Archives/edgar/data/1865505/000156761923007852/
"Ventis Medical, Inc.",1865505,Princeton,08540,Corporation,2020,True,Other Health Care,Decline to Disclose,2024-09-12,2024-10-11,False,4000000.0,2999996.0,1,True,False,06b,Karen Laub (Director/Executive Officer/Promoter); Greg Olsen (Director); Glenn Laub (Director/Executive Officer/Promoter),021-526595,0000929638-24-003482,https://www.sec.gov/Archives/edgar/data/1865505/000092963824003482/
Vest Coast Equip SPV LLC,1886361,Rumson,07760,Limited Liability Company,2021,True,Other,Decline to Disclose,2021-09-29,2021-11-15,False,500000.0,415000.0,12,True,False,06b,Robert DiFazio (Executive Officer); N/A Vest Coast Capital LLC (Executive Officer/Director),021-421111,0001886361-21-000001,https://www.sec.gov/Archives/edgar/data/1886361/000188636121000001/
Vest Coast SPV I LLC,1867421,Rumson,07760,Limited Liability Company,2021,True,Other,Decline to Disclose,2021-06-14,2021-06-22,False,750000.0,750000.0,25,True,False,06b,N/A Vest Coast Capital LLC (Executive Officer/Director); Robert DiFazio (Executive Officer),021-403708,0001867421-21-000001,https://www.sec.gov/Archives/edgar/data/1867421/000186742121000001/
Vest Coast SPV I LLC,1867421,Rumson,07760,Limited Liability Company,2021,True,Other,Decline to Disclose,2022-09-27,2022-09-28,False,250000.0,250000.0,22,True,False,06b,Robert DiFazio (Executive Officer); N/A Vest Coast Capital LLC (Executive Officer/Director),021-460177,0001867421-22-000001,https://www.sec.gov/Archives/edgar/data/1867421/000186742122000001/
Vigor Dispensary LLC,2058600,Morganville,07751,Limited Liability Company,2022,True,Other,Decline to Disclose,2023-06-13,2025-03-03,False,1500000.0,250000.0,8,False,True,06b,Alan Ao (Executive Officer),021-539657,0002058600-25-000001,https://www.sec.gov/Archives/edgar/data/2058600/000205860025000001/
Vigor Dispensary LLC,2058600,Morganville,07751,Limited Liability Company,2022,True,Other,Decline to Disclose,2024-05-24,2025-03-03,False,925000.0,925000.0,1,False,True,06b,Alan Ao (Executive Officer),021-539661,0002058600-25-000002,https://www.sec.gov/Archives/edgar/data/2058600/000205860025000002/
"Vinci Pharmaceuticals, Inc.",1785495,Avon By The Sea,07717,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2026-01-02,2026-01-26,False,25348339.0,20218331.0,53,True,False,06b,Sarah Hassan (Director); Richard Lindstrom (Director); Sigurd Kirk (Director); Neil Austrian Jr. (Director); Philip Gioia (Executive Officer/Director),021-571185,0001785495-26-000003,https://www.sec.gov/Archives/edgar/data/1785495/000178549526000003/
"Viridis GTS Loan Fund I, LLC",1966360,Allendale,07401,Limited Liability Company,2023,True,Other,Decline to Disclose,2023-01-30,2023-03-01,False,6000000.0,1400000.0,7,True,False,06b,Benjamin Engleman (Executive Officer),021-474571,0001966360-23-000001,https://www.sec.gov/Archives/edgar/data/1966360/000196636023000001/
VisionaryBlock Entertainment Services Inc.,2033909,Clark,07066,Corporation,2023,True,Other Technology,No Revenues,2024-08-01,2024-08-16,False,1100000.0,25000.0,1,True,False,06b,Nicholas Calhoun (Executive Officer/Director); Erika McFadden (Executive Officer/Director),021-521742,0002033909-24-000002,https://www.sec.gov/Archives/edgar/data/2033909/000203390924000002/
"Vislink Technologies, Inc.",1565228,Hackettstown,07840,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,,2021-08-24,False,0.0,0.0,0,False,False,06b,Carleton Miller (Executive Officer/Director); Ralph Faison (Director); Jude Panetta (Director); Brian Krolicki (Director); James Conway (Director); Michael Bond (Executive Officer/Director); Susan Swenson (Director),021-411088,0001493152-21-021112,https://www.sec.gov/Archives/edgar/data/1565228/000149315221021112/
"Vislink Technologies, Inc.",1565228,Mt. Olive,07828,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2024-01-01,2024-01-12,False,,0.0,0,False,False,06b,Ralph Faison (Director); Jude Panetta (Director); Susan Swenson (Director); Carleton Miller (Executive Officer/Director); Brian Krolicki (Director); Christopher DeSalvo (Executive Officer),021-502360,0001493152-24-002190,https://www.sec.gov/Archives/edgar/data/1565228/000149315224002190/
"Vislink Technologies, Inc.",1565228,Mt. Olive,07828,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2024-01-04,2024-01-12,False,0.0,0.0,0,False,False,06b,Brian Krolicki (Director); Christopher DeSalvo (Executive Officer); Ralph Faison (Director); Susan Swenson (Director); Jude Panetta (Director); Carleton Miller (Executive Officer/Director),021-502361,0001493152-24-002194,https://www.sec.gov/Archives/edgar/data/1565228/000149315224002194/
"Vislink Technologies, Inc.",1565228,Mt. Olive,07828,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2024-01-19,2024-01-26,False,0.0,0.0,0,False,False,06b,Carleton Miller (Executive Officer/Director); Susan Swenson (Director); Michael Bond (Executive Officer); Brian Krolicki (Director); Jude Panetta (Director); Ralph Faison (Director),021-503629,0001493152-24-003942,https://www.sec.gov/Archives/edgar/data/1565228/000149315224003942/
"Vislink Technologies, Inc.",1565228,Mt. Olive,07828,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2024-02-12,2024-02-16,False,0.0,0.0,0,False,False,06b,Jude Panetta (Director); Carleton Miller (Executive Officer/Director); Brian Krolicki (Director); Ralph Faison (Director); Michael Bond (Executive Officer); Susan Swenson (Director),021-505509,0001493152-24-007007,https://www.sec.gov/Archives/edgar/data/1565228/000149315224007007/
"Vislink Technologies, Inc.",1565228,Mt. Olive,07828,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2024-06-17,2024-06-20,False,0.0,0.0,0,False,False,06b,Brian Krolicki (Director); Ralph Faison (Director); Michael Bond (Executive Officer); Carleton Miller (Executive Officer/Director); Jude Panetta (Director); Susan Swenson (Director),021-516487,0001493152-24-024497,https://www.sec.gov/Archives/edgar/data/1565228/000149315224024497/
"Vislink Technologies, Inc.",1565228,Mt. Olive,07828,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2024-08-29,2024-09-03,False,0.0,0.0,0,False,False,06b,Susan Swenson (Director); Ralph Faison (Director); Jude Panetta (Director); Michael Bond (Executive Officer); Carleton Miller (Executive Officer/Director); Brian Krolicki (Director),021-523058,0001493152-24-034814,https://www.sec.gov/Archives/edgar/data/1565228/000149315224034814/
"Vuja De Sciences, Inc.",1776838,Hoboken,07030,Corporation,2017,True,Other,Decline to Disclose,2021-05-31,2021-06-15,False,1500000.0,1217315.0,10,False,False,06b,Lee Helman (Director); Richard Lampe (Executive Officer/Director); Robert Hurst (Director); David Warshawsky (Executive Officer/Director); Chand Khanna (Director),021-402978,0001776838-21-000001,https://www.sec.gov/Archives/edgar/data/1776838/000177683821000001/
"Vuja De Sciences, Inc.",1776838,Hoboken,07030,Corporation,overFiveYears,False,Other,Decline to Disclose,2022-11-16,2022-11-29,False,935400.0,875000.0,11,True,True,06b,Chand Khanna (Director); Richard Lampe (Executive Officer/Director); David Warshawsky (Executive Officer/Director); Carl Barrett (Director); Frank Taffy (Director); Lee Helman (Director),021-466008,0001776838-22-000001,https://www.sec.gov/Archives/edgar/data/1776838/000177683822000001/
"Vuja De Sciences, Inc.",1776838,Hoboken,07030,Corporation,overFiveYears,False,Other,Decline to Disclose,2023-10-18,2023-10-30,False,400000.0,391060.0,7,True,True,06b,Chand Khanna (Director); Frank Taffy (Director); Carl Barrett (Director); Lee Helman (Director); David Warshawsky (Executive Officer/Director); Richard Lampe (Executive Officer/Director),021-495907,0001776838-23-000001,https://www.sec.gov/Archives/edgar/data/1776838/000177683823000001/
"Vuja De Sciences, Inc.",1776838,Hoboken,07030,Corporation,overFiveYears,False,Other,Decline to Disclose,2024-02-06,2024-05-28,False,1000000.0,700000.0,8,True,True,06b,Carl Barrett (Director); Frank Taffy (Director); David Warshawsky (Executive Officer/Director); Chand Khanna (Director); Lee Helman (Director); Richard Lampe (Executive Officer/Director),021-514414,0001776838-24-000001,https://www.sec.gov/Archives/edgar/data/1776838/000177683824000001/
"Vuja De Sciences, Inc.",1776838,Hoboken,07030,Corporation,overFiveYears,False,Other,Decline to Disclose,2024-10-04,2024-10-17,False,750000.0,370000.0,9,True,True,06b,David Warshawsky (Executive Officer/Director); Lee Helman (Director); Carl Barrett (Director); Chand Khanna (Director); Richard Lampe (Executive Officer/Director); Frank Taffy (Director),021-527108,0001776838-24-000002,https://www.sec.gov/Archives/edgar/data/1776838/000177683824000002/
Vybes App Inc,2059026,Hoboken,07030,Corporation,2024,True,Other Technology,Decline to Disclose,2025-03-23,2025-03-31,False,50000.0,25000.0,1,True,False,06b,Andrew Henderson (Director); Oliver Spanton (Director),021-542567,0002059026-25-000002,https://www.sec.gov/Archives/edgar/data/2059026/000205902625000002/
Vybes App Inc,2059026,Hoboken,07030,Corporation,2024,True,Other Technology,Decline to Disclose,2025-06-20,2025-07-15,False,3000000.0,25000.0,1,False,False,06b,Andrew Henderson (Executive Officer/Director); Oliver Spanton (Director),021-551784,0002059026-25-000004,https://www.sec.gov/Archives/edgar/data/2059026/000205902625000004/
WESTOCK INC.,1948130,Norwood,07648,Corporation,2019,True,Other Technology,Decline to Disclose,2022-09-13,2022-09-28,False,3230747.0,2255731.0,12,True,False,06b,Cameron McCarthy (Executive Officer/Director); Dmitriy Shumayev (Executive Officer); Jeffrey Silverman (Director); Bethanis Panos (Director),021-460176,0001948130-22-000001,https://www.sec.gov/Archives/edgar/data/1948130/000194813022000001/
WESTWAY STUDIOS LLC,2105848,Pine Brook,07058,Limited Liability Company,2025,True,Other,Decline to Disclose,2025-10-27,2026-01-16,False,1000000.0,175000.0,3,True,False,06b,Howard Alter (Executive Officer/Director/Promoter); Zachary Hausman (Executive Officer/Director/Promoter),021-570303,0002105848-26-000001,https://www.sec.gov/Archives/edgar/data/2105848/000210584826000001/
WRITESEA GROUP INC.,1959447,Bayonne,07002,Corporation,2021,True,Other Technology,Decline to Disclose,2022-03-22,2022-12-29,False,,2030108.0,11,True,False,06b,Justin Dawkins (Director); Brandon Mitchell (Executive Officer/Director),021-469044,0001959447-22-000002,https://www.sec.gov/Archives/edgar/data/1959447/000195944722000002/
Watch Fantom Inc.,1987217,Montclair,07043,Corporation,2018,True,Other Technology,Decline to Disclose,2023-07-28,2023-08-08,False,9999981.0,7999991.0,43,True,False,06b,Zachary Rosenberg (Executive Officer/Director); Jeff Herbst (Director); James Altschuler (Executive Officer/Director),021-489048,0001987217-23-000001,https://www.sec.gov/Archives/edgar/data/1987217/000198721723000001/
"Water Automation, LLC",2003316,Point Pleasant,08742,Limited Liability Company,2023,True,Manufacturing,Decline to Disclose,2023-10-31,2023-12-11,False,2000000.0,467499.0,4,True,False,06b,Amy Beth Capizzi (Executive Officer); Gregory Capizzi (Executive Officer),021-499215,0002003316-23-000001,https://www.sec.gov/Archives/edgar/data/2003316/000200331623000001/
"Wazooapps, Inc.",1845928,Parsippany,07054,Corporation,2020,True,Other,Decline to Disclose,2021-02-12,2021-02-23,False,4000000.0,4000000.0,4,False,False,06b,Michael Fedor (Executive Officer),021-390238,0001845928-21-000001,https://www.sec.gov/Archives/edgar/data/1845928/000184592821000001/
